run_id,matrix,policy,scene_id,seed,adapter_config,status,attempted,completed,blocked,failure_layer,failure_code,detail,claim_valid,expected_layer,observed_layer,expected_code,observed_code,detected,correctly_localized,service_survived,late_message_count,_source
core_constant_velocity_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract,core,constant_velocity,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,full_contract,completed,true,true,false,,,Closed-loop launch completed; claim validity remains gated by audit aggregation.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_constant_velocity_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_full_contract,core,constant_velocity,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,17,full_contract,completed,true,true,false,,,Closed-loop launch completed; claim validity remains gated by audit aggregation.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_constant_velocity_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_full_contract,core,constant_velocity,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,17,full_contract,completed,true,true,false,,,Closed-loop launch completed; claim validity remains gated by audit aggregation.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_constant_velocity_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_17_full_contract,core,constant_velocity,clipgt-0499fb41-122d-4180-83af-f954a9974d3b,17,full_contract,completed,true,true,false,,,Closed-loop launch completed; claim validity remains gated by audit aggregation.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_17_full_contract,core,constant_velocity,clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e,17,full_contract,completed,true,true,false,,,Closed-loop launch completed; claim validity remains gated by audit aggregation.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_17_full_contract,core,constant_velocity,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,17,full_contract,completed,true,true,false,,,Closed-loop launch completed; claim validity remains gated by audit aggregation.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_direct_actor_planner_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract,core,direct_actor_planner,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,full_contract,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_direct_actor_planner_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_full_contract,core,direct_actor_planner,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,17,full_contract,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_direct_actor_planner_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_full_contract,core,direct_actor_planner,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,17,full_contract,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_direct_actor_planner_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_17_full_contract,core,direct_actor_planner,clipgt-0499fb41-122d-4180-83af-f954a9974d3b,17,full_contract,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_direct_actor_planner_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_17_full_contract,core,direct_actor_planner,clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e,17,full_contract,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
core_direct_actor_planner_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_17_full_contract,core,direct_actor_planner,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,17,full_contract,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/cvm/results/core/runs.csv
