run_id,matrix,policy,scene_id,seed,adapter_config,status,attempted,completed,blocked,failure_layer,failure_code,detail,claim_valid,expected_layer,observed_layer,expected_code,observed_code,detected,correctly_localized,service_survived,late_message_count,_source
core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_29_full_contract,core,route_following,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,29,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/core/runs.csv
core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_43_full_contract,core,route_following,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,43,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/core/runs.csv
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,29,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,29,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,43,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,43,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_command_only_route,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,17,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_full_contract,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,17,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_29_command_only_route,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,29,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_29_full_contract,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,29,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_43_command_only_route,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,43,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_43_full_contract,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,43,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_command_only_route,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,17,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_full_contract,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,17,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_29_command_only_route,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,29,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_29_full_contract,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,29,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_43_command_only_route,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,43,command_only_route,blocked,false,false,true,semantic,semantic_ablation_runtime_flag_missing,The command-only route ablation is configured but no runtime-safe adapter flag currently switches the launcher into that ablated behavior.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_43_full_contract,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,43,full_contract,blocked,false,false,true,deployment,execution_not_requested,Matrix was expanded and recorded; pass --execute for real rollout launch.,false,,,,,,,,,artifacts/sii2027/results/semantic_ablation/runs.csv
temporal_ablation_direct_actor_planner_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_temporal_contract,temporal_ablation,direct_actor_planner,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,full_temporal_contract,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/sii2027/results/temporal_ablation/runs.csv
temporal_ablation_direct_actor_planner_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_naive_or_disabled_resampling,temporal_ablation,direct_actor_planner,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,naive_or_disabled_resampling,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/sii2027/results/temporal_ablation/runs.csv
temporal_ablation_direct_actor_planner_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_temporal_contract,temporal_ablation,direct_actor_planner,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,29,full_temporal_contract,blocked,false,false,true,deployment,direct_actor_oracle_proxy_missing,direct_actor_planner requires a recorded oracle actor-proxy JSON.,false,,,,,,,,,artifacts/sii2027/results/temporal_ablation/runs.csv
